date,open,high,low,close
"20121012  09:30:00",8.40,8.85,8.40,8.85
"20121012  09:31:00",8.10,8.10,8.10,8.10
"20121012  09:32:00",8.10,8.10,8.10,8.10
"20121012  09:33:00",9.50,9.50,9.50,9.50
"20121012  09:34:00",9.50,9.50,9.50,9.50
"20121012  09:35:00",9.50,9.50,9.50,9.50
"20121012  09:36:00",9.50,9.50,9.50,9.50
"20121012  09:37:00",7.00,7.00,6.60,6.60
"20121012  09:38:00",8.20,8.20,8.20,8.20
"20121012  09:39:00",8.20,8.20,8.20,8.20
"20121012  09:40:00",8.20,8.20,8.20,8.20
"20121012  09:41:00",9.70,9.70,9.70,9.70
"20121012  09:42:00",10.90,10.90,10.90,10.90
"20121012  09:43:00",10.90,10.90,10.90,10.90
"20121012  09:44:00",10.90,10.90,10.90,10.90
"20121012  09:45:00",10.40,10.40,10.40,10.40
"20121012  09:46:00",10.40,10.40,10.40,10.40
"20121012  09:47:00",10.40,10.40,10.40,10.40
"20121012  09:48:00",8.50,8.50,8.50,8.50
"20121012  09:49:00",9.80,9.80,9.80,9.80
"20121012  09:50:00",9.80,9.80,9.80,9.80
"20121012  09:51:00",9.80,9.80,9.80,9.80
"20121012  09:52:00",9.80,9.80,9.80,9.80
"20121012  09:53:00",9.80,9.80,9.80,9.80
"20121012  09:54:00",9.50,9.50,8.60,8.60
"20121012  09:55:00",8.45,8.45,8.45,8.45
"20121012  09:56:00",8.45,8.45,8.45,8.45
"20121012  09:57:00",8.45,8.45,8.45,8.45
"20121012  09:58:00",8.45,8.45,8.45,8.45
"20121012  09:59:00",6.50,6.55,6.30,6.55
"20121012  10:00:00",6.55,6.55,6.55,6.55
"20121012  10:01:00",6.00,6.20,5.70,6.20
"20121012  10:02:00",5.70,5.75,5.70,5.75
"20121012  10:03:00",5.75,5.75,5.75,5.75
"20121012  10:04:00",5.60,5.60,5.60,5.60
"20121012  10:05:00",5.60,5.60,5.60,5.60
"20121012  10:06:00",6.00,6.20,6.00,6.20
"20121012  10:07:00",6.20,6.20,6.20,6.20
"20121012  10:08:00",7.00,7.20,7.00,7.20
"20121012  10:09:00",7.20,7.20,7.20,7.20
"20121012  10:10:00",7.20,7.20,7.20,7.20
"20121012  10:11:00",7.40,7.40,7.40,7.40
"20121012  10:12:00",7.20,7.20,7.20,7.20
"20121012  10:13:00",7.20,7.50,7.20,7.50
"20121012  10:14:00",7.50,7.50,7.50,7.50
"20121012  10:15:00",7.50,7.50,7.50,7.50
"20121012  10:16:00",7.20,7.20,7.20,7.20
"20121012  10:17:00",7.50,7.55,7.50,7.55
"20121012  10:18:00",7.55,7.55,7.55,7.55
"20121012  10:19:00",8.90,8.90,8.90,8.90
"20121012  10:20:00",8.90,8.90,8.90,8.90
"20121012  10:21:00",8.90,8.90,8.90,8.90
"20121012  10:22:00",8.90,8.90,8.90,8.90
"20121012  10:23:00",8.90,8.90,8.90,8.90
"20121012  10:24:00",9.00,9.00,9.00,9.00
"20121012  10:25:00",9.00,9.00,9.00,9.00
"20121012  10:26:00",9.10,9.10,9.05,9.05
"20121012  10:27:00",8.70,8.70,8.70,8.70
"20121012  10:28:00",10.00,10.00,10.00,10.00
"20121012  10:29:00",10.00,10.00,10.00,10.00
"20121012  10:30:00",10.60,10.60,10.60,10.60
"20121012  10:31:00",11.70,11.70,11.20,11.20
"20121012  10:32:00",11.20,11.20,11.20,11.20
"20121012  10:33:00",11.20,11.20,11.20,11.20
"20121012  10:34:00",11.20,11.20,11.20,11.20
"20121012  10:35:00",11.20,11.20,11.20,11.20
"20121012  10:36:00",11.20,11.20,11.20,11.20
"20121012  10:37:00",11.20,11.20,11.20,11.20
"20121012  10:38:00",11.20,11.20,11.20,11.20
"20121012  10:39:00",11.20,11.20,11.20,11.20
"20121012  10:40:00",11.20,11.20,11.20,11.20
"20121012  10:41:00",11.20,11.20,11.20,11.20
"20121012  10:42:00",11.20,11.20,11.20,11.20
"20121012  10:43:00",11.20,11.20,11.20,11.20
"20121012  10:44:00",11.20,11.20,11.20,11.20
"20121012  10:45:00",11.20,11.20,11.20,11.20
"20121012  10:46:00",11.20,11.20,11.20,11.20
"20121012  10:47:00",11.20,11.20,11.20,11.20
"20121012  10:48:00",11.20,11.20,11.20,11.20
"20121012  10:49:00",11.20,11.20,11.20,11.20
"20121012  10:50:00",11.20,11.20,11.20,11.20
"20121012  10:51:00",11.20,11.20,11.20,11.20
"20121012  10:52:00",11.20,11.20,11.20,11.20
"20121012  10:53:00",9.60,9.60,9.60,9.60
"20121012  10:54:00",9.60,9.60,9.60,9.60
"20121012  10:55:00",9.60,9.60,9.60,9.60
"20121012  10:56:00",9.60,9.60,9.60,9.60
"20121012  10:57:00",9.10,9.30,9.10,9.30
"20121012  10:58:00",9.30,9.30,9.30,9.30
"20121012  10:59:00",10.00,10.00,10.00,10.00
"20121012  11:00:00",9.90,9.90,9.90,9.90
"20121012  11:01:00",9.90,9.90,9.90,9.90
"20121012  11:02:00",10.00,10.00,10.00,10.00
"20121012  11:03:00",10.00,10.00,10.00,10.00
"20121012  11:04:00",10.00,10.00,10.00,10.00
"20121012  11:05:00",10.00,10.00,10.00,10.00
"20121012  11:06:00",9.75,9.75,9.75,9.75
"20121012  11:07:00",9.75,9.75,9.75,9.75
"20121012  11:08:00",9.75,9.75,9.75,9.75
"20121012  11:09:00",9.75,9.75,9.75,9.75
"20121012  11:10:00",9.75,9.75,9.75,9.75
"20121012  11:11:00",9.75,9.75,9.75,9.75
"20121012  11:12:00",11.00,11.00,11.00,11.00
"20121012  11:13:00",11.00,11.00,11.00,11.00
"20121012  11:14:00",11.15,11.15,11.15,11.15
"20121012  11:15:00",11.15,11.15,11.15,11.15
"20121012  11:16:00",11.15,11.15,11.15,11.15
"20121012  11:17:00",11.10,11.10,11.10,11.10
"20121012  11:18:00",11.10,11.10,11.10,11.10
"20121012  11:19:00",11.10,11.10,11.10,11.10
"20121012  11:20:00",11.10,11.10,11.10,11.10
"20121012  11:21:00",11.10,11.10,11.10,11.10
"20121012  11:22:00",10.25,10.25,10.25,10.25
"20121012  11:23:00",10.25,10.25,10.25,10.25
"20121012  11:24:00",10.25,10.25,10.25,10.25
"20121012  11:25:00",10.25,10.25,10.25,10.25
"20121012  11:26:00",10.25,10.25,10.25,10.25
"20121012  11:27:00",10.25,10.25,10.25,10.25
