date,open,high,low,close
"20121012  09:37:00",13.00,13.00,13.00,13.00
"20121012  09:38:00",13.00,13.00,13.00,13.00
"20121012  09:39:00",13.00,13.00,13.00,13.00
"20121012  09:40:00",13.00,13.00,13.00,13.00
"20121012  09:41:00",13.00,13.00,13.00,13.00
"20121012  09:42:00",9.70,9.70,9.70,9.70
"20121012  09:43:00",9.70,9.70,9.70,9.70
"20121012  09:44:00",9.70,9.70,9.70,9.70
"20121012  09:45:00",9.70,9.70,9.70,9.70
"20121012  09:46:00",9.70,9.70,9.70,9.70
"20121012  09:47:00",11.90,11.90,11.90,11.90
"20121012  09:48:00",11.90,11.90,11.90,11.90
"20121012  09:49:00",11.90,11.90,11.90,11.90
"20121012  09:50:00",10.70,10.70,10.60,10.60
"20121012  09:51:00",11.00,11.00,11.00,11.00
"20121012  09:52:00",11.00,11.00,11.00,11.00
"20121012  09:53:00",11.00,11.00,11.00,11.00
"20121012  09:54:00",11.70,11.70,11.70,11.70
"20121012  09:55:00",11.70,11.70,11.70,11.70
"20121012  09:56:00",12.30,12.30,12.30,12.30
"20121012  09:57:00",12.30,12.30,12.30,12.30
"20121012  09:58:00",13.00,13.00,13.00,13.00
"20121012  09:59:00",13.00,14.10,13.00,14.10
"20121012  10:00:00",14.10,14.10,14.10,14.10
"20121012  10:01:00",14.30,14.30,14.10,14.30
"20121012  10:02:00",14.30,14.30,14.30,14.30
"20121012  10:03:00",14.60,14.60,14.60,14.60
"20121012  10:04:00",14.60,14.60,14.60,14.60
"20121012  10:05:00",14.60,14.60,14.60,14.60
"20121012  10:06:00",14.60,14.60,14.60,14.60
"20121012  10:07:00",14.60,14.60,14.60,14.60
"20121012  10:08:00",13.10,13.10,13.10,13.10
"20121012  10:09:00",13.10,13.10,13.10,13.10
"20121012  10:10:00",13.10,13.10,13.10,13.10
"20121012  10:11:00",13.10,13.10,13.10,13.10
"20121012  10:12:00",13.50,13.50,13.50,13.50
"20121012  10:13:00",13.50,13.50,13.50,13.50
"20121012  10:14:00",13.50,13.50,13.50,13.50
"20121012  10:15:00",13.50,13.50,13.50,13.50
"20121012  10:16:00",13.50,13.50,13.50,13.50
"20121012  10:17:00",13.50,13.50,13.50,13.50
"20121012  10:18:00",13.50,13.50,13.50,13.50
"20121012  10:19:00",13.50,13.50,13.50,13.50
"20121012  10:20:00",13.50,13.50,13.50,13.50
"20121012  10:21:00",13.50,13.50,13.50,13.50
"20121012  10:22:00",12.00,12.00,12.00,12.00
"20121012  10:23:00",12.00,12.00,11.90,11.90
"20121012  10:24:00",11.90,11.90,11.90,11.90
"20121012  10:25:00",11.90,11.90,11.90,11.90
"20121012  10:26:00",11.90,11.90,11.90,11.90
"20121012  10:27:00",11.90,11.90,11.90,11.90
"20121012  10:28:00",11.90,11.90,11.90,11.90
"20121012  10:29:00",11.90,11.90,11.90,11.90
