date,open,high,low,close
"20121012  09:30:00",3.75,4.20,3.75,4.20
"20121012  09:31:00",4.10,4.10,4.10,4.10
"20121012  09:32:00",5.00,5.15,5.00,5.15
"20121012  09:33:00",5.40,5.40,5.40,5.40
"20121012  09:34:00",5.10,5.10,4.90,4.90
"20121012  09:35:00",4.70,4.70,4.30,4.30
"20121012  09:36:00",4.30,4.30,4.30,4.30
"20121012  09:37:00",3.20,3.20,3.20,3.20
"20121012  09:38:00",3.65,3.65,3.60,3.60
"20121012  09:39:00",3.60,3.60,3.60,3.60
"20121012  09:40:00",3.60,3.60,3.60,3.60
"20121012  09:41:00",4.60,6.10,4.60,6.10
"20121012  09:42:00",5.95,6.30,5.95,6.00
"20121012  09:43:00",5.80,6.00,5.80,5.80
"20121012  09:44:00",5.80,5.80,5.80,5.80
"20121012  09:45:00",6.10,6.10,5.30,5.30
"20121012  09:46:00",5.20,5.20,5.10,5.10
"20121012  09:47:00",4.50,4.50,4.50,4.50
"20121012  09:48:00",4.40,4.40,4.40,4.40
"20121012  09:49:00",4.00,4.90,4.00,4.90
"20121012  09:50:00",4.90,4.90,4.90,4.90
"20121012  09:51:00",4.90,4.90,4.90,4.90
"20121012  09:52:00",4.90,4.90,4.90,4.90
"20121012  09:53:00",4.90,4.90,4.90,4.90
"20121012  09:54:00",4.80,4.80,4.10,4.10
"20121012  09:55:00",4.10,4.15,4.10,4.15
"20121012  09:56:00",4.25,4.25,3.90,4.05
"20121012  09:57:00",4.15,4.15,3.50,3.50
"20121012  09:58:00",3.70,3.70,3.40,3.40
"20121012  09:59:00",3.20,3.25,2.50,2.65
"20121012  10:00:00",2.50,2.70,2.50,2.50
"20121012  10:01:00",2.50,2.50,2.20,2.30
"20121012  10:02:00",2.40,2.40,2.00,2.15
"20121012  10:03:00",2.10,2.45,2.10,2.45
"20121012  10:04:00",2.40,2.40,2.25,2.25
"20121012  10:05:00",2.35,2.55,2.35,2.50
"20121012  10:06:00",2.55,2.55,2.55,2.55
"20121012  10:07:00",2.55,2.80,2.55,2.80
"20121012  10:08:00",2.80,2.80,2.80,2.80
"20121012  10:09:00",2.90,2.90,2.70,2.70
"20121012  10:10:00",3.10,3.15,3.10,3.15
"20121012  10:11:00",3.20,3.30,3.20,3.30
"20121012  10:12:00",3.20,3.30,3.20,3.30
"20121012  10:13:00",3.30,3.40,3.30,3.30
"20121012  10:14:00",3.10,3.20,3.10,3.20
"20121012  10:15:00",3.20,3.20,3.20,3.20
"20121012  10:16:00",3.20,3.20,3.20,3.20
"20121012  10:17:00",3.50,3.90,3.45,3.85
"20121012  10:18:00",4.00,4.00,3.65,4.00
"20121012  10:19:00",4.00,4.50,4.00,4.45
"20121012  10:20:00",4.30,4.50,3.90,3.90
"20121012  10:21:00",3.90,3.90,3.90,3.90
"20121012  10:22:00",3.90,3.90,3.90,3.90
"20121012  10:23:00",4.20,4.30,4.10,4.30
"20121012  10:24:00",4.45,4.45,4.45,4.45
"20121012  10:25:00",4.30,4.70,4.30,4.70
"20121012  10:26:00",4.60,4.60,4.60,4.60
"20121012  10:27:00",4.80,4.85,4.65,4.85
"20121012  10:28:00",4.95,5.10,4.95,5.10
"20121012  10:29:00",6.00,6.00,6.00,6.00
"20121012  10:30:00",6.00,6.30,6.00,6.20
"20121012  10:31:00",6.20,6.45,6.20,6.45
"20121012  10:32:00",6.45,6.45,6.45,6.45
"20121012  10:33:00",6.45,6.45,6.45,6.45
"20121012  10:34:00",4.70,4.70,4.70,4.70
"20121012  10:35:00",4.90,5.20,4.90,5.20
"20121012  10:36:00",5.30,5.30,5.30,5.30
"20121012  10:37:00",5.05,5.05,5.05,5.05
"20121012  10:38:00",5.05,5.05,5.05,5.05
"20121012  10:39:00",4.50,4.50,4.50,4.50
"20121012  10:40:00",4.50,4.50,4.50,4.50
"20121012  10:41:00",4.30,4.30,4.10,4.10
"20121012  10:42:00",4.10,4.10,4.10,4.10
"20121012  10:43:00",4.80,4.80,4.80,4.80
"20121012  10:44:00",4.75,4.75,4.75,4.75
"20121012  10:45:00",4.70,4.70,4.70,4.70
"20121012  10:46:00",5.10,5.10,4.90,4.90
"20121012  10:47:00",4.70,4.70,4.70,4.70
"20121012  10:48:00",4.70,4.70,4.70,4.70
"20121012  10:49:00",4.70,4.70,4.70,4.70
"20121012  10:50:00",5.30,5.30,5.30,5.30
"20121012  10:51:00",5.30,5.30,5.30,5.30
"20121012  10:52:00",4.95,4.95,4.95,4.95
"20121012  10:53:00",4.95,4.95,4.95,4.95
"20121012  10:54:00",4.95,4.95,4.95,4.95
"20121012  10:55:00",4.95,4.95,4.95,4.95
"20121012  10:56:00",4.95,4.95,4.95,4.95
"20121012  10:57:00",4.60,4.60,4.30,4.60
"20121012  10:58:00",4.60,4.60,4.60,4.60
"20121012  10:59:00",4.60,4.60,4.60,4.60
"20121012  11:00:00",5.10,5.10,5.10,5.10
"20121012  11:01:00",5.00,5.00,5.00,5.00
"20121012  11:02:00",5.20,5.30,5.10,5.30
"20121012  11:03:00",4.90,5.00,4.90,5.00
"20121012  11:04:00",5.30,5.30,5.30,5.30
"20121012  11:05:00",5.30,5.30,5.00,5.00
"20121012  11:06:00",5.00,5.00,5.00,5.00
"20121012  11:07:00",5.00,5.00,5.00,5.00
"20121012  11:08:00",5.00,5.00,5.00,5.00
"20121012  11:09:00",5.00,5.00,5.00,5.00
"20121012  11:10:00",5.00,5.00,5.00,5.00
"20121012  11:11:00",5.90,6.00,5.90,6.00
"20121012  11:12:00",6.00,6.00,6.00,6.00
"20121012  11:13:00",6.20,6.30,6.20,6.30
"20121012  11:14:00",6.35,6.35,6.35,6.35
"20121012  11:15:00",6.10,6.35,6.10,6.35
"20121012  11:16:00",6.35,6.35,6.35,6.35
"20121012  11:17:00",6.25,6.25,6.00,6.00
"20121012  11:18:00",6.00,6.00,6.00,6.00
"20121012  11:19:00",5.80,5.80,5.80,5.80
