date,open,high,low,close
"20121012  12:38:00",1.07,1.19,1.07,1.19
"20121012  12:39:00",1.12,1.12,1.09,1.11
"20121012  12:40:00",1.07,1.30,1.07,1.30
"20121012  12:41:00",1.28,1.34,1.25,1.25
"20121012  12:42:00",1.23,1.28,1.22,1.27
"20121012  12:43:00",1.28,1.35,1.14,1.28
"20121012  12:44:00",1.24,1.34,1.24,1.27
"20121012  12:45:00",1.26,1.39,1.25,1.30
"20121012  12:46:00",1.40,1.44,1.32,1.35
"20121012  12:47:00",1.35,1.36,1.30,1.30
"20121012  12:48:00",1.34,1.65,1.34,1.65
"20121012  12:49:00",1.68,1.71,1.60,1.60
"20121012  12:50:00",1.51,1.78,1.50,1.78
"20121012  12:51:00",1.75,1.97,1.45,1.47
"20121012  12:52:00",1.67,1.67,1.50,1.50
"20121012  12:53:00",1.57,1.63,1.48,1.48
"20121012  12:54:00",1.50,1.74,1.50,1.70
"20121012  12:55:00",1.70,1.70,1.60,1.60
"20121012  12:56:00",1.60,1.60,1.42,1.47
"20121012  12:57:00",1.44,1.52,1.35,1.44
"20121012  12:58:00",1.45,1.54,1.45,1.54
"20121012  12:59:00",1.65,2.16,1.62,1.87
"20121012  13:00:00",1.84,3.65,1.84,3.00
"20121012  13:01:00",3.00,3.65,2.09,2.59
"20121012  13:02:00",2.70,3.45,2.60,2.96
"20121012  13:03:00",3.05,3.10,2.53,2.70
"20121012  13:04:00",2.65,2.70,2.30,2.30
"20121012  13:05:00",2.40,2.55,2.30,2.55
"20121012  13:06:00",2.60,2.70,2.47,2.47
"20121012  13:07:00",2.40,2.46,2.40,2.46
"20121012  13:08:00",2.45,2.49,2.38,2.38
"20121012  13:09:00",2.30,2.37,2.30,2.37
"20121012  13:10:00",2.39,2.94,2.39,2.85
"20121012  13:11:00",2.85,3.00,2.80,2.90
"20121012  13:12:00",2.95,3.15,2.95,3.15
"20121012  13:13:00",3.22,3.40,3.10,3.30
"20121012  13:14:00",3.30,3.40,3.15,3.30
"20121012  13:15:00",3.30,3.35,3.00,3.00
"20121012  13:16:00",3.15,3.31,2.67,2.67
"20121012  13:17:00",2.80,2.95,2.48,2.76
"20121012  13:18:00",2.76,2.76,2.66,2.66
"20121012  13:19:00",2.50,2.50,2.45,2.45
"20121012  13:20:00",2.60,2.60,2.45,2.45
"20121012  13:21:00",2.45,2.70,2.45,2.70
"20121012  13:22:00",2.79,3.20,2.72,3.05
"20121012  13:23:00",3.00,3.08,2.62,2.65
"20121012  13:24:00",2.63,2.82,2.53,2.82
"20121012  13:25:00",2.91,2.91,2.47,2.48
"20121012  13:26:00",2.50,2.60,2.45,2.60
"20121012  13:27:00",2.56,2.73,2.53,2.54
"20121012  13:28:00",2.53,2.53,2.45,2.50
"20121012  13:29:00",2.46,2.50,2.40,2.50
"20121012  13:30:00",2.60,2.60,2.53,2.60
"20121012  13:31:00",2.45,2.45,2.15,2.15
"20121012  13:32:00",2.15,2.18,1.60,1.61
"20121012  13:33:00",1.72,1.75,1.41,1.46
"20121012  13:34:00",1.55,1.55,1.40,1.46
"20121012  13:35:00",1.45,1.73,1.40,1.73
"20121012  13:36:00",1.77,1.79,1.45,1.45
"20121012  13:37:00",1.45,1.58,1.43,1.50
"20121012  13:38:00",1.45,1.80,1.45,1.80
"20121012  13:39:00",1.80,1.80,1.56,1.66
"20121012  13:40:00",1.50,1.61,1.45,1.50
"20121012  13:41:00",1.50,1.59,1.45,1.50
"20121012  13:42:00",1.74,1.74,1.74,1.74
"20121012  13:43:00",1.75,1.80,1.75,1.75
"20121012  13:44:00",1.75,2.22,1.75,2.06
"20121012  13:45:00",2.00,2.41,2.00,2.40
"20121012  13:46:00",2.32,2.84,2.32,2.58
"20121012  13:47:00",2.50,2.61,2.50,2.61
"20121012  13:48:00",2.55,2.55,2.27,2.27
"20121012  13:49:00",2.29,2.38,1.94,2.01
"20121012  13:50:00",2.00,2.05,1.67,1.67
"20121012  13:51:00",1.69,1.79,1.65,1.75
"20121012  13:52:00",1.80,1.82,1.74,1.80
"20121012  13:53:00",1.94,1.94,1.73,1.73
"20121012  13:54:00",1.80,1.80,1.70,1.70
"20121012  13:55:00",1.70,1.75,1.60,1.70
"20121012  13:56:00",1.70,1.79,1.60,1.65
"20121012  13:57:00",1.65,1.67,1.55,1.67
"20121012  13:58:00",1.67,1.85,1.60,1.85
"20121012  13:59:00",1.83,1.83,1.70,1.70
"20121012  14:00:00",1.75,1.79,1.68,1.75
"20121012  14:01:00",1.73,1.96,1.70,1.80
"20121012  14:02:00",1.90,2.00,1.90,2.00
"20121012  14:03:00",2.00,2.10,1.93,2.10
"20121012  14:04:00",2.10,2.10,1.50,1.50
"20121012  14:05:00",1.61,1.71,1.59,1.67
"20121012  14:06:00",1.62,1.97,1.62,1.85
"20121012  14:07:00",1.90,2.22,1.90,2.10
"20121012  14:08:00",2.05,2.15,1.80,1.81
"20121012  14:09:00",1.82,2.08,1.82,2.08
"20121012  14:10:00",2.02,2.02,1.63,1.65
"20121012  14:11:00",1.62,1.88,1.57,1.88
"20121012  14:12:00",2.05,2.25,1.90,1.90
"20121012  14:13:00",1.82,1.86,1.70,1.79
"20121012  14:14:00",1.67,1.73,1.55,1.73
"20121012  14:15:00",1.80,1.80,1.79,1.80
"20121012  14:16:00",1.72,1.75,1.55,1.75
"20121012  14:17:00",1.67,1.84,1.60,1.74
"20121012  14:18:00",1.80,1.85,1.74,1.74
"20121012  14:19:00",1.69,1.69,1.51,1.62
"20121012  14:20:00",1.65,1.65,1.58,1.64
"20121012  14:21:00",1.55,1.60,1.51,1.51
"20121012  14:22:00",1.54,1.54,1.37,1.42
"20121012  14:23:00",1.44,1.44,0.86,0.98
"20121012  14:24:00",1.00,1.22,1.00,1.20
"20121012  14:25:00",1.18,1.18,0.96,1.07
"20121012  14:26:00",1.07,1.07,0.95,0.96
"20121012  14:27:00",0.99,1.00,0.75,0.75
"20121012  14:28:00",0.75,0.79,0.60,0.60
"20121012  14:29:00",0.62,0.74,0.56,0.74
"20121012  14:30:00",0.75,0.80,0.69,0.75
"20121012  14:31:00",0.75,0.91,0.72,0.84
"20121012  14:32:00",0.87,0.99,0.84,0.90
"20121012  14:33:00",0.82,0.82,0.65,0.65
"20121012  14:34:00",0.73,0.73,0.60,0.64
"20121012  14:35:00",0.60,0.74,0.60,0.69
"20121012  14:36:00",0.66,0.74,0.66,0.74
"20121012  14:37:00",0.65,0.73,0.60,0.73
"20121012  14:38:00",0.73,0.81,0.66,0.76
"20121012  14:39:00",0.75,0.76,0.63,0.63
"20121012  14:40:00",0.63,0.86,0.63,0.84
"20121012  14:41:00",0.83,1.09,0.76,0.80
"20121012  14:42:00",0.83,0.90,0.82,0.90
"20121012  14:43:00",0.88,0.95,0.80,0.80
"20121012  14:44:00",0.84,0.90,0.75,0.75
"20121012  14:45:00",0.73,0.73,0.62,0.63
"20121012  14:46:00",0.64,0.80,0.62,0.80
"20121012  14:47:00",0.76,0.84,0.65,0.73
"20121012  14:48:00",0.81,0.92,0.81,0.86
"20121012  14:49:00",0.86,0.90,0.80,0.88
"20121012  14:50:00",0.91,0.96,0.73,0.75
"20121012  14:51:00",0.75,0.83,0.66,0.83
"20121012  14:52:00",0.75,0.75,0.65,0.65
"20121012  14:53:00",0.61,0.67,0.38,0.45
"20121012  14:54:00",0.48,0.52,0.42,0.49
"20121012  14:55:00",0.58,0.58,0.50,0.50
"20121012  14:56:00",0.50,0.55,0.45,0.45
"20121012  14:57:00",0.46,0.63,0.46,0.52
"20121012  14:58:00",0.52,0.61,0.52,0.52
"20121012  14:59:00",0.55,0.60,0.52,0.60
"20121012  15:00:00",0.62,0.63,0.55,0.59
"20121012  15:01:00",0.59,0.77,0.55,0.75
"20121012  15:02:00",0.75,0.80,0.58,0.58
"20121012  15:03:00",0.58,0.70,0.57,0.70
"20121012  15:04:00",0.70,0.82,0.70,0.82
"20121012  15:05:00",0.82,1.04,0.71,0.71
"20121012  15:06:00",0.83,1.16,0.83,1.02
"20121012  15:07:00",1.04,1.04,0.91,0.99
"20121012  15:08:00",0.95,0.99,0.71,0.71
"20121012  15:09:00",0.71,0.87,0.66,0.82
"20121012  15:10:00",0.83,0.89,0.80,0.89
"20121012  15:11:00",0.89,1.01,0.89,0.89
"20121012  15:12:00",0.89,1.00,0.86,1.00
"20121012  15:13:00",1.00,1.17,0.90,0.95
"20121012  15:14:00",0.95,1.10,0.90,0.91
"20121012  15:15:00",0.94,1.00,0.90,0.90
"20121012  15:16:00",0.91,0.95,0.82,0.90
"20121012  15:17:00",0.90,1.26,0.87,1.05
"20121012  15:18:00",1.04,1.10,0.84,0.84
"20121012  15:19:00",0.87,0.91,0.71,0.71
"20121012  15:20:00",0.70,0.86,0.70,0.86
"20121012  15:21:00",0.87,0.87,0.75,0.75
"20121012  15:22:00",0.75,0.85,0.65,0.85
"20121012  15:23:00",0.85,0.85,0.76,0.76
"20121012  15:24:00",0.75,1.02,0.74,1.00
"20121012  15:25:00",0.95,1.03,0.78,0.87
"20121012  15:26:00",0.89,0.92,0.80,0.82
"20121012  15:27:00",0.83,1.03,0.80,0.99
"20121012  15:28:00",0.95,0.97,0.80,0.90
"20121012  15:29:00",0.89,0.93,0.82,0.86
"20121012  15:30:00",0.86,0.89,0.81,0.88
"20121012  15:31:00",0.89,1.15,0.87,1.14
"20121012  15:32:00",1.15,1.26,1.08,1.19
"20121012  15:33:00",1.19,1.60,1.17,1.25
"20121012  15:34:00",1.30,1.40,0.99,1.11
"20121012  15:35:00",1.00,1.45,1.00,1.23
"20121012  15:36:00",1.44,1.45,1.05,1.05
"20121012  15:37:00",1.19,1.20,1.05,1.15
"20121012  15:38:00",1.05,1.20,0.91,0.92
"20121012  15:39:00",0.92,1.10,0.70,0.98
"20121012  15:40:00",1.04,1.11,0.85,0.85
"20121012  15:41:00",0.85,0.90,0.70,0.70
"20121012  15:42:00",0.72,0.89,0.50,0.50
"20121012  15:43:00",0.58,0.58,0.46,0.53
"20121012  15:44:00",0.50,0.50,0.27,0.32
"20121012  15:45:00",0.30,0.48,0.30,0.48
"20121012  15:46:00",0.48,0.57,0.36,0.50
"20121012  15:47:00",0.41,0.75,0.35,0.60
"20121012  15:48:00",0.66,0.70,0.56,0.60
"20121012  15:49:00",0.60,0.60,0.40,0.50
"20121012  15:50:00",0.50,0.55,0.35,0.35
"20121012  15:51:00",0.34,0.49,0.28,0.35
"20121012  15:52:00",0.40,0.53,0.33,0.40
"20121012  15:53:00",0.40,0.48,0.35,0.35
"20121012  15:54:00",0.35,0.45,0.30,0.38
"20121012  15:55:00",0.35,0.45,0.19,0.25
"20121012  15:56:00",0.26,0.34,0.20,0.25
"20121012  15:57:00",0.20,0.35,0.20,0.22
"20121012  15:58:00",0.22,0.32,0.11,0.30
"20121012  15:59:00",0.27,0.48,0.20,0.30
